contract_id	family	rust_surfaces	pre_state	input_ownership	post_state_result	invalidation	failure_drop_abandonment	complexity	layout_identity_order	behavior_parameter	implementation_privilege_evidence	xlang_current_status	required_obligations	source_refs
TRAIT-COLLECT-01	bulk_construction_protocol	FromIterator for Vec,VecDeque,LinkedList,BinaryHeap,BTreeMap,BTreeSet,HashMap,HashSet,String,Box/slice owners	No destination; input iterator	Consumes iterator items	New owner under family order/duplicate rules	Input cursor consumed; source owner rules depend on iterator	Size overflow/allocation/callback failure requires cleanup of partial output and remaining iterator according to owner	O(m) plus family insertion/build bound	Family-specific contiguity/order/identity	IntoIterator	Safe facade over private partial initialization; raw selected impl count=24	X	Partial output ownership, size_hint distrust, failure cleanup, duplicate resolution, and structural bounds	RUST-1.97.0-API-INVENTORY.tsv selected stable direct FromIterator impls
TRAIT-INDEX-01	checked_index_protocol	Index/IndexMut for array,slice,Vec,VecDeque,String/str ranges,HashMap and related views	Valid container and index/key	Shared or unique borrow	Direct borrowed output	Borrow tied to container; unique output excludes overlap	Invalid index/key panics rather than Option; UTF-8 ranges also require boundaries	O(1) indexed sequence; expected O(1) hash key; family-specific otherwise	Family order/address contract	Index type, SliceIndex, or borrowed key behavior	Safe trait call hides bounds/probe checks; raw selected impl counts Index=8,IndexMut=6	E only for current checked Copy buffer index; X for general forms	Retain checked failure, family complexity, boundary rules, and unique provenance	RUST-1.97.0-API-INVENTORY.tsv selected stable direct Index and IndexMut impls
TRAIT-DEREF-01	owner_view_protocol	Deref/DerefMut for Box,Vec,String,Rc and guard/view owners	Valid owner/guard	Shared or unique borrow	Borrowed target view/payload	Borrow tied to source; mutable only where invariant preserved	Total while owner valid	O(1)	May expose same address/identity; String mutable target remains str, never bytes	Target type	Compiler syntax may forward methods, but contract is a borrow projection; raw selected impl counts Deref=4,DerefMut=3	E for explicit box deref and fixed buffer view; X for shared/dynamic/general owners	No implicit ownership transfer, correct target invariant, and provenance	RUST-1.97.0-API-INVENTORY.tsv selected stable direct Deref and DerefMut impls
TRAIT-BORROW-01	owner_view_protocol	AsRef,AsMut,Borrow,BorrowMut impls across array,slice,Box,Vec,String,Rc and collection keys	Valid owner/container	Shared or unique borrow	Borrowed canonical view used for generic lookup/conversion	Borrow tied to owner	Total	O(1)	Borrow equality/hash/order must agree with owned key where required	Target borrowed type	Safe projection; concrete impl duplication is convenience	U for explicit current views; X for generic trait protocol	Law agreement, provenance, and invariant-preserving mutable targets	RUST-1.97.0-API-INVENTORY.tsv selected stable direct AsRef,AsMut,Borrow,BorrowMut impls
TRAIT-CONVERT-01	ownership_conversion_protocol	From/TryFrom conversions among arrays,slices,Box,Vec,String,str,Rc and iterator outputs	Valid source owner/borrow	Move, borrow, or clone depending on conversion	Converted owner/view or recoverable original/error	Source invalid only for consuming success/failure contract as declared	Fallible length/UTF/type conversion must preserve specified source ownership	O(1) representation reuse or O(n) copy/validation; keep distinct in family rows	Contiguity, validity, and identity guarantees conversion-specific	Target type	Safe conversions may use raw allocation ownership internally	X generally; numeric TryFrom is not this storage contract	No hidden clone, explicit failure ownership, exact cost class, and invariant seal	RUST-1.97.0-API-INVENTORY.tsv selected stable direct From and TryFrom impls
TRAIT-CLONE-01	duplication_protocol	Clone/clone_from for arrays,Box,Vec,VecDeque,LinkedList,BinaryHeap,maps,sets,String,Rc,Weak,Ref/borrowed helpers	Valid source; optional initialized destination	Shared source; Rc/Weak clone identity, other owners deep-clone payloads	New owner or replaced destination	Deep clone creates independent value storage; Rc/Weak increments shared count	Clone/allocation trap requires exact cleanup; clone_from replacement must leave valid destination	O(1) shared-count clone; O(n) deep collection clone	Identity shared only for Rc/Weak; order/layout family-specific	Clone on payload/behavior state	Safe facade; deep clone uses partial initialization; Rc uses count metadata	E for Copy values only; X for affine/general and shared identity	Distinguish deep versus shared clone, failure cleanup, exact counts, and no hidden Clone requirement	RUST-1.97.0-API-INVENTORY.tsv selected stable direct Clone impls
TRAIT-DEFAULT-01	default_construction_protocol	Default for Box-compatible defaults,Vec,VecDeque,LinkedList,BinaryHeap,maps,sets,String,Rc/RefCell when payload permits	No owner	Optional payload Default behavior	Canonical default owner/value	None	Payload default/allocation failure family-specific	Usually O(1) empty collections; payload-dependent otherwise	Default must not imply hidden allocation unless documented	Default	Safe generic call	U for concrete default values; X for general callable static member	Static behavior, effect row, allocation visibility, and one canonical empty value	RUST-1.97.0-API-INVENTORY.tsv selected stable direct Default impls
TRAIT-CMP-01	value_relation_protocol	PartialEq,Eq,PartialOrd,Ord,Hash impls for arrays,slices,Vec,VecDeque,LinkedList,BinaryHeap,maps,sets,String,str,Rc/Weak where provided	Valid shared operands	Shared borrows	Relation/hash result	None	Behavior inconsistency is contained logic error for keyed structures, never memory unsafety	O(n) lexicographic/content comparison generally; identity versus value semantics type-specific	Sequence order, map key order, or arbitrary hash iteration must not be conflated	Payload relation/hash	Safe traversal; keyed structures rely on law agreement	U for primitive fixed buffers; X for general behaviors/containers	Freeze value-versus-identity semantics, law scope, static dispatch, and short-circuit order if observable	RUST-1.97.0-API-INVENTORY.tsv selected stable direct comparison and Hash impls
TRAIT-DROP-01	owner_destruction_protocol	Drop for Box,Vec,VecDeque,LinkedList,BinaryHeap,maps,sets,String,Rc,Weak,RefCell guards and owning/lazy helpers	Live owner or helper at scope end	Consumes owner implicitly in Rust	Every live owned payload destroyed exactly once and allocation released or retained per helper contract	All borrows/identities end; Rc payload waits for last strong owner	Destructor panic/unwind may leak to avoid double drop in Rust; xlang current traps abort, and no writer-callable finish may be required	O(number of live payloads/nodes) unless shared count avoids payload drop	Family-specific identity/address ends	Payload Drop	Rust standard library uses raw traversal and Drop guards; raw selected direct Drop impl count=7 excludes many private/helper impls	E only for current compiler-derived simple drops; X for general affine containers/lazy helpers	Artifact-explicit exact drops, bounded recursion, partial-state cleanup, trap resource envelope, and no abandonment hole	RUST-1.97.0-API-INVENTORY.tsv selected Drop impls; helper source paths in family rows
MEM-REPLACE-01	place_relocation	mem::replace	Initialized uniquely borrowed place plus owned replacement T	Unique destination; moves source in	Old T moved out, replacement installed; neither dropped inside	References to old value invalid; place remains initialized	Total in Rust; no callback/allocation	O(size(T)) movement, specified implementation uses two copies rather than swap's three	Place address stable; value identity replaced	None	Safe facade uses unsafe read_via_copy/write_via_move intrinsics	X for affine place replacement; Copy assignment exists	Atomic initialized-place transition, no observable uninitialized state, and exact ownership	RUST source src/core/mem/mod.rs.html#916; https://doc.rust-lang.org/1.97.0/std/mem/fn.replace.html
MEM-TAKE-01	place_relocation	mem::take	Initialized uniquely borrowed place	Unique destination plus Default behavior	Old T moved out; default T installed	Old identity transfers to caller	Default behavior failure must leave destination valid under xlang contract	O(size(T)) plus Default	Place address stable	Default	Defined via replace	X for affine T	Static Default effect, replacement atomicity, failure state, and exact ownership	RUST source src/core/mem/mod.rs.html#849; https://doc.rust-lang.org/1.97.0/std/mem/fn.take.html
ALLOC-ERROR-01	allocation_failure	TryReserveError; Vec,VecDeque,BinaryHeap,String::{try_reserve,try_reserve_exact}; HashMap,HashSet::try_reserve	Valid owner plus additional capacity	Unique owner borrow	Success capacity guarantee or opaque recoverable error	Failure preserves owner and addresses; success may relocate	Rust stable cannot distinguish CapacityOverflow from AllocError because kind() is unstable	Family-specific reserve complexity	No new layout guarantee on failure	Allocator and growth policy	Stable safe error exists; error-kind inspection and most fallible constructors are unstable	X	Freeze capacity-overflow versus allocator failure versus OOM, ownership preservation, and failure atomicity independently of Rust	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::TryReserveError; src/alloc/collections/mod.rs.html#67
ALLOC-OOM-01	allocation_failure	handle_alloc_error; allocating seed operations without try form	Failed allocation request	Layout and no recoverable owner result	Diverges by abort or panic configuration	No normal invalidation result	Rust 1.97 guarantees divergence but not one universal abort/unwind behavior	O(1) failure path	No layout result	Global allocator/runtime configuration	Trusted runtime boundary	Current xlang treats OOM as TCB-level, not language trap	State exact resource/drop envelope for aborting failure and never misclassify as checked source trap	RUST source src/alloc/alloc.rs.html#543; https://doc.rust-lang.org/1.97.0/std/alloc/fn.handle_alloc_error.html
RAW-SAFE-PTR-01	raw_interop_evidence	slice::{as_ptr,as_mut_ptr,as_ptr_range,as_mut_ptr_range}; str::{as_ptr,as_mut_ptr}; Vec::{as_ptr,as_mut_ptr}; Rc::as_ptr; Weak::as_ptr; RefCell::as_ptr	Valid owner/view	Borrow or shared-owner observation	Raw pointer/range without dereference proof	Raw value can outlive borrow syntactically and carries external obligations	Safe to produce; dereference/use may be unsafe or leak invariant	O(1)	Exposes address identity/provenance but not lifetime in type	None	Safe exporter crosses into raw obligation	X and non-goal for ordinary writers; boundary evidence only	Any admitted platform frame must price provenance, lifetime, alias, initialization, and foreign mutation explicitly	RUST-1.97.0-API-INVENTORY.tsv stable-safe raw-pointer signatures for selected seeds
RAW-SAFE-OWNERSHIP-01	raw_interop_evidence	Box::into_raw; Vec::into_raw_parts; String::into_raw_parts; Rc::into_raw; Weak::into_raw	Consumes managed owner	Moves owner into raw pointer/length/capacity representation	No automatic destruction until correctly reconstructed	Managed binding dead; ownership obligation escapes type system	Safe call can intentionally leak; incorrect reconstruction is unsafe	O(1)	Allocation address/metadata exposed	None	Safe exporter paired with unsafe from_raw reconstruction	X and inadmissible ordinary-library route	Gated boundary only, with exact reconstruction ledger and no writer-visible raw escape	RUST-1.97.0-API-INVENTORY.tsv members=into_raw,into_raw_parts on Box,Vec,String,Rc,Weak
RAW-SAFE-LEAK-01	resource_leak_evidence	Box::leak; Vec::leak; String::leak	Owned allocation	Consumes owner	Program-lifetime mutable borrow; allocation/payload intentionally never destroyed	Owner invalid; returned borrow effectively static in Rust	No normal reclamation; unused Vec capacity may also remain allocated	O(1)	Stable leaked address	None	Safe deliberate resource leak	X; conflicts with exact-resource goals except separately gated process-lifetime resources	Explicit non-goal or resource-boundary decision; never treat as ordinary cleanup mechanism	RUST-1.97.0-API-INVENTORY.tsv members=leak on Box,Vec,String
RAW-SAFE-SPARE-01	partial_initialization_evidence	Vec::spare_capacity_mut	Valid Vec with capacity>len	Unique owner borrow	Mutable [MaybeUninit<T>] over spare slots	Borrow blocks Vec mutation; writes do not change len or make T readable	Abandonment leaves written bytes logically uninitialized; later unsafe set_len needed	O(1) view plus caller writes	Exposes contiguous spare capacity and initialization topology	None	Safe access to raw initialization state paired with unsafe length commit	X; writer-visible uninitialized state forbidden	Evidence that efficient libraries need a checked occupancy/seal contract, not permission to copy this API	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::vec::Vec member=spare_capacity_mut; src/alloc/vec/mod.rs.html#3252
RAW-UNSAFE-ACCESS-01	unsafe_implementation_evidence	slice::{get_unchecked,get_unchecked_mut,split_at_unchecked,split_at_mut_unchecked,as_chunks_unchecked,as_chunks_unchecked_mut,get_disjoint_unchecked_mut}; HashMap::get_disjoint_unchecked_mut	Caller asserts bounds/divisibility/disjointness	Raw unsafe call	Borrow(s) produced without validation	Invalid assertion can create aliasing or invalid reference	Undefined behavior on violated precondition	O(1) by omitted checks	Same source layout	Trusted caller facts	Stable unsafe surface bypasses safety checks	Forbidden xlang surface; evidence only	Any safe equivalent retains checks or consumes machine-verified facts after hostile review	RUST-1.97.0-API-INVENTORY.tsv canonical stable-unsafe selected declarations members=get_unchecked,get_unchecked_mut,split_at_unchecked,split_at_mut_unchecked,as_chunks_unchecked,as_chunks_unchecked_mut,get_disjoint_unchecked_mut
RAW-UNSAFE-ALIGN-01	unsafe_implementation_evidence	slice::{align_to,align_to_mut}	Typed slice; caller accepts type-layout validity requirements	Shared or unique borrow	Prefix/middle/suffix views with middle reinterpreted as U	Multiple typed views share one allocation; mutable pieces must be disjoint	Invalid bit-pattern validity for U is caller responsibility and can cause UB	O(1)	Alignment/layout reinterpretation exposed	Target U	Stable unsafe type punning	Forbidden xlang surface; no mechanism selected	Any future bit reinterpretation must preserve validity, alignment, provenance, and ownership without raw escape	RUST-1.97.0-API-INVENTORY.tsv item_path=std::slice members=align_to,align_to_mut
RAW-UNSAFE-INIT-01	unsafe_implementation_evidence	slice::{assume_init_ref,assume_init_mut,assume_init_drop}; Box::assume_init (scalar,slice); Rc::assume_init (scalar,slice)	MaybeUninit storage that caller asserts fully initialized	Borrow or consume storage owner	Typed T view/owner or destruction of asserted initialized T	Initialization obligation leaves raw state	UB if any asserted slot invalid/uninitialized; wrong drop duplicates or drops nonexistent T	O(1) seal or O(n) drop	Same allocation/layout	Initialization assertion	Stable unsafe seal/drop	Forbidden xlang surface; evidence only	Checked state machine must earn initialization fact and make forged Full/unsealed access unrepresentable	RUST-1.97.0-API-INVENTORY.tsv canonical stable-unsafe members=assume_init,assume_init_ref,assume_init_mut,assume_init_drop
RAW-UNSAFE-RECONSTRUCT-01	unsafe_implementation_evidence	Box::from_raw; Vec::from_raw_parts; String::from_raw_parts; Rc::from_raw; Weak::from_raw	Raw allocation metadata claimed to satisfy layout/provenance/ownership invariants	Consumes raw pointer metadata by convention	Managed owner reconstructed	Raw obligation transfers back to automatic destruction	Wrong allocator/layout/len/capacity/count/uniqueness can cause UB or double free	O(1)	Adopts exact allocation identity	Allocator and type layout	Stable unsafe ownership reconstruction	Forbidden xlang surface; gated ABI evidence only	Platform-frame ledger must prove unique ownership, allocator identity, bounds, initialization, counts, and exact one reconstruction	RUST-1.97.0-API-INVENTORY.tsv canonical stable-unsafe members=from_raw,from_raw_parts on Box,Vec,String,Rc,Weak
RAW-UNSAFE-LEN-01	unsafe_implementation_evidence	Vec::set_len	Vec allocation with caller-asserted initialized prefix	Unique owner borrow plus new len	Logical initialized prefix changed without writes/drops	Metadata-to-payload fact changes	UB if new live range is not initialized; shrinking can leak undropped T	O(1)	Contiguous prefix boundary changes	New length	Stable unsafe occupancy commit	Forbidden xlang surface; evidence only	A checked transition must couple writes/moves/drops to len update and reject forged occupancy	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::vec::Vec member=set_len
RAW-UNSAFE-TEXT-01	unsafe_implementation_evidence	str::{from_utf8_unchecked,from_utf8_unchecked_mut,get_unchecked,get_unchecked_mut,slice_unchecked,slice_mut_unchecked,as_bytes_mut}; String::{from_utf8_unchecked,as_mut_vec}	Bytes/text with caller-asserted UTF-8 and boundary invariants	Borrow or consume bytes/text	Validated text or mutable bytes without validation	Invariant can be silently invalidated	Invalid UTF-8 or boundary assertion can violate safe API assumptions/UB contracts	O(1) by omitted validation	Same byte layout	UTF-8 assertion	Stable unsafe validity bypass	Forbidden xlang surface; evidence only	Validated text facts arise only from checked validation/by-construction edits and invalidate on every raw byte mutation	RUST-1.97.0-API-INVENTORY.tsv canonical stable-unsafe text declarations
RAW-UNSAFE-RC-01	unsafe_implementation_evidence	Rc::{increment_strong_count,decrement_strong_count}	Raw pointer claimed to a live Rc allocation	Raw pointer/count convention	Strong count adjusted without managed owner value	Payload/allocation lifetime changes invisibly to type system	Wrong pointer/count balance causes premature drop, leak, or UB	O(1)	Allocation identity retained	None	Stable unsafe reference-count mutation	Forbidden xlang surface; evidence only	Any gated shared-owner boundary requires balanced-count proof, overflow handling, and exact lifetime ledger	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::rc::Rc members=increment_strong_count,decrement_strong_count
RAW-UNSAFE-BORROW-01	unsafe_implementation_evidence	RefCell::try_borrow_unguarded	Cell with runtime borrow state	Shared borrow	Shared &T without guard increment/lifetime state	Reference can outlive borrow-state protection	Caller must ensure no mutation while reference lives; violation can alias	O(1)	Payload identity retained	None	Stable unsafe borrow-flag bypass	Forbidden xlang surface; evidence only	No safe derivation may expose access not coupled to alias-state lifetime	RUST-1.97.0-API-INVENTORY.tsv item_path=core::cell::RefCell member=try_borrow_unguarded
