algorithm_id	operation_gate_id	member_contract_id	contract_ids	exact_trigger_and_prestate	exact_commit_and_poststate	behavior_schedule	allocation_and_capacity_rule	resource_ceiling	rust_reference_route_id	member_declaration_sha256	status
ALG-C07F204B2A51B5D25F81	OPG-C07F204B2A51B5D25F81	DENSE-PUSH-UNIQ	DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW,DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW	DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: trigger=All recoverable preparation succeeds before the first destructive commit.; pre=BASE is valid; VALUE is owned; no incompatible borrow is live. || DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: trigger=Required capacity is already available.; pre=BASE is valid; VALUE is owned; no incompatible borrow is live.	DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: commit=LAST_RECOVERABLE_POINT_BEFORE_ANY_OWNER_MOVE; post=As DENSE-PUSH and returns a receiver-rooted unique borrow of the inserted slot.; equation=All old and offered owners reach exactly one post-state role. || DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: commit=VALUE_OR_RANGE_COMMIT; post=As DENSE-PUSH and returns a receiver-rooted unique borrow of the inserted slot.; equation=Every offered owner has exactly one declared destination.	DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: ZERO Outcome branch calls: ZERO. || DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: ZERO Outcome branch calls: ZERO.	DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: ALLOC(BASE')=A1;A0 released once || DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: ALLOC(BASE')=A0	DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: Same as DENSE-PUSH; no additional allocation. || DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: Same as DENSE-PUSH; no additional allocation.	REF-RUST-VEC	fdf291e6efe080fbf121337e35e3691c455299d08df74797e3235af260823f02	FROZEN_PROTOCOL
ALG-C41F1B5240DF98401BF6	OPG-C41F1B5240DF98401BF6	DENSE-CLONE-FROM	DENSE-CLONE-FROM::TRAIT-CLONE-01::COMMON-NON-OD1::SUCCESS,DENSE-CLONE-FROM::VIEW-CLONE-01::COMMON-NON-OD1::SUCCESS	DENSE-CLONE-FROM::TRAIT-CLONE-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=DST and SRC have equal length; DST is uniquely borrowed and SRC is shared-borrowed. || DENSE-CLONE-FROM::VIEW-CLONE-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=DST and SRC have equal length; DST is uniquely borrowed and SRC is shared-borrowed.	DENSE-CLONE-FROM::TRAIT-CLONE-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=Each DST slot is clone-updated in place in increasing index order; surviving destination resources and new clone results follow Clone::clone_from exactly.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0. || DENSE-CLONE-FROM::VIEW-CLONE-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=Each DST slot is clone-updated in place in increasing index order; surviving destination resources and new clone results follow Clone::clone_from exactly.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-CLONE-FROM::TRAIT-CLONE-01::COMMON-NON-OD1::SUCCESS: Exactly len clone_from calls in increasing index order; effects are not assumed pure. Outcome branch calls: BASE_CONTRACT_EXACT_COUNT. || DENSE-CLONE-FROM::VIEW-CLONE-01::COMMON-NON-OD1::SUCCESS: Exactly len clone_from calls in increasing index order; effects are not assumed pure. Outcome branch calls: BASE_CONTRACT_EXACT_COUNT.	DENSE-CLONE-FROM::TRAIT-CLONE-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0 || DENSE-CLONE-FROM::VIEW-CLONE-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-CLONE-FROM::TRAIT-CLONE-01::COMMON-NON-OD1::SUCCESS: O(len); no mandatory allocation beyond behavior-owned allocation; no whole-value replacement requirement. || DENSE-CLONE-FROM::VIEW-CLONE-01::COMMON-NON-OD1::SUCCESS: O(len); no mandatory allocation beyond behavior-owned allocation; no whole-value replacement requirement.	REF-RUST-VEC	2050d2c85664b87c1d930422a691bfc5340e84620ef3d155b6428a1b3570553a	FROZEN_PROTOCOL
ALG-CA1AFBFA77519CE2D186	OPG-CA1AFBFA77519CE2D186	DENSE-APPEND-MOVE	DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RESERVE-FIRST::SUCCESS_GROW,DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW	DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: trigger=Growth arithmetic succeeds and divergent allocation succeeds.; pre=DEST and SRC are valid dense owners; no incompatible borrow is live. || DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: trigger=Required capacity is already available.; pre=DEST and SRC are valid dense owners; no incompatible borrow is live.	DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: commit=NEW_ALLOCATION_OWNED_BEFORE_RELOCATION;OFFERED_COMMIT_AFTER_CAPACITY; post=DEST contains old DEST followed by every old SRC owner; SRC is valid empty and retains its allocation unless transferred by the frozen capacity rule.; equation=All old and offered owners reach exactly one post-state role. || DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: commit=VALUE_OR_RANGE_COMMIT; post=DEST contains old DEST followed by every old SRC owner; SRC is valid empty and retains its allocation unless transferred by the frozen capacity rule.; equation=Every offered owner has exactly one declared destination.	DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: ZERO Outcome branch calls: ZERO. || DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: ZERO Outcome branch calls: ZERO.	DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: ALLOC(BASE')=A1;A0 released once || DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: ALLOC(BASE')=A0	DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: O(len(SRC)) direct owner transfers; at most one growth allocation; no clone or per-item allocation. || DENSE-APPEND-MOVE::SEQ-APPEND-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: O(len(SRC)) direct owner transfers; at most one growth allocation; no clone or per-item allocation.	REF-RUST-VEC	bd74ee65415f194337752423ed8119028c9ee48861c67172d8439c8373be4fc2	FROZEN_PROTOCOL
ALG-CDE9D6FA8A43F45A5EB5	OPG-CDE9D6FA8A43F45A5EB5	DENSE-TRY-RESERVE	DENSE-TRY-RESERVE::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::SUCCESS_GROW,DENSE-TRY-RESERVE::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::SUCCESS_NO_GROW	DENSE-TRY-RESERVE::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::SUCCESS_GROW: trigger=len+additional>capacity and allocation succeeds.; pre=BASE is valid; ADDITIONAL is supplied; no payload borrow is live. || DENSE-TRY-RESERVE::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::SUCCESS_NO_GROW: trigger=len+additional<=capacity.; pre=BASE is valid; ADDITIONAL is supplied; no payload borrow is live.	DENSE-TRY-RESERVE::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::SUCCESS_GROW: commit=COMMIT_AFTER_NEW_OWNER_AND_ALL_RELOCATIONS; post=Success preserves order with sufficient capacity; recoverable error returns byte-identical logical BASE and original allocation.; equation=Values(BASE')=Values(BASE); root/version transfer is exact. || DENSE-TRY-RESERVE::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::SUCCESS_NO_GROW: commit=NO_DESTRUCTIVE_COMMIT; post=Success preserves order with sufficient capacity; recoverable error returns byte-identical logical BASE and original allocation.; equation=BASE1=BASE0.	DENSE-TRY-RESERVE::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::SUCCESS_GROW: ZERO Outcome branch calls: ZERO. || DENSE-TRY-RESERVE::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::SUCCESS_NO_GROW: ZERO Outcome branch calls: ZERO.	DENSE-TRY-RESERVE::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::SUCCESS_GROW: ALLOC(BASE')=A1;A0=released || DENSE-TRY-RESERVE::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::SUCCESS_NO_GROW: ALLOC(BASE)=A0	DENSE-TRY-RESERVE::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::SUCCESS_GROW: O(len) only on successful growth; at most one allocation attempt. || DENSE-TRY-RESERVE::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::SUCCESS_NO_GROW: O(len) only on successful growth; at most one allocation attempt.	REF-RUST-VEC	f6d6c822c6199dd8370a492acec5b73ba4cc6bf947229b1877ddc204003ee4e6	FROZEN_PROTOCOL
ALG-CE8D5987EBEA1163124A	OPG-CE8D5987EBEA1163124A	DENSE-EXTEND-CLONE	DENSE-EXTEND-CLONE::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW,DENSE-EXTEND-CLONE::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW	DENSE-EXTEND-CLONE::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: trigger=All recoverable preparation succeeds before the first destructive commit.; pre=BASE is valid; SRC is a valid shared view; Clone is available. || DENSE-EXTEND-CLONE::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: trigger=Required capacity is already available.; pre=BASE is valid; SRC is a valid shared view; Clone is available.	DENSE-EXTEND-CLONE::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: commit=LAST_RECOVERABLE_POINT_BEFORE_ANY_OWNER_MOVE; post=BASE appends one clone of each SRC value in order.; equation=All old and offered owners reach exactly one post-state role. || DENSE-EXTEND-CLONE::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: commit=VALUE_OR_RANGE_COMMIT; post=BASE appends one clone of each SRC value in order.; equation=Every offered owner has exactly one declared destination.	DENSE-EXTEND-CLONE::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: Exactly len(SRC) clone calls in increasing order. Outcome branch calls: DECLARED_MEMBER_COUNT. || DENSE-EXTEND-CLONE::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: Exactly len(SRC) clone calls in increasing order. Outcome branch calls: DECLARED_MEMBER_COUNT.	DENSE-EXTEND-CLONE::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: ALLOC(BASE')=A1;A0 released once || DENSE-EXTEND-CLONE::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: ALLOC(BASE')=A0	DENSE-EXTEND-CLONE::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: O(len SRC) clones/moves; at most one growth allocation after exact reservation. || DENSE-EXTEND-CLONE::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: O(len SRC) clones/moves; at most one growth allocation after exact reservation.	REF-RUST-VEC	509cf219b851380755f8860382c4e0ee67bead0f9f35fc3b3b46eb0fd03c590b	FROZEN_PROTOCOL
ALG-D274676CAD6FBFFEE0B3	OPG-D274676CAD6FBFFEE0B3	DENSE-ITER-UNIQ	DENSE-ITER-UNIQ::TRAIT-INTOITER-01::COMMON-NON-OD1::NEXT_SOME	DENSE-ITER-UNIQ::TRAIT-INTOITER-01::COMMON-NON-OD1::NEXT_SOME: trigger=Cursor has a next logical position.; pre=BASE is valid and uniquely borrowed.	DENSE-ITER-UNIQ::TRAIT-INTOITER-01::COMMON-NON-OD1::NEXT_SOME: commit=PROGRESSION_BEFORE_RESULT; post=Returns one cursor retaining unique source authority; live yielded unique results are pairwise disjoint by progression.; equation=Unique results require pairwise-disjoint logical footprints.	DENSE-ITER-UNIQ::TRAIT-INTOITER-01::COMMON-NON-OD1::NEXT_SOME: ZERO Outcome branch calls: ZERO.	DENSE-ITER-UNIQ::TRAIT-INTOITER-01::COMMON-NON-OD1::NEXT_SOME: unchanged	DENSE-ITER-UNIQ::TRAIT-INTOITER-01::COMMON-NON-OD1::NEXT_SOME: O(1) per call; zero allocation; cursor destruction releases remaining source authority.	REF-RUST-INTOITER	f23b453ff3e09d1d93ef4bf4db017e2024eb9f33ca1e237f7f5be2fbd4aa24ca	FROZEN_PROTOCOL
ALG-D5987F854FD7E299CF56	OPG-D5987F854FD7E299CF56	DENSE-PUSH	DENSE-PUSH::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_GROW,DENSE-PUSH::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW	DENSE-PUSH::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: trigger=Growth arithmetic succeeds and divergent allocation succeeds.; pre=BASE is valid; VALUE is owned; no incompatible borrow is live. || DENSE-PUSH::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: trigger=Required capacity is already available.; pre=BASE is valid; VALUE is owned; no incompatible borrow is live.	DENSE-PUSH::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: commit=NEW_ALLOCATION_OWNED_BEFORE_RELOCATION;OFFERED_COMMIT_AFTER_CAPACITY; post=Success moves VALUE exactly once into old len and increments len.; equation=All old and offered owners reach exactly one post-state role. || DENSE-PUSH::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: commit=VALUE_OR_RANGE_COMMIT; post=Success moves VALUE exactly once into old len and increments len.; equation=Every offered owner has exactly one declared destination.	DENSE-PUSH::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: ZERO Outcome branch calls: ZERO. || DENSE-PUSH::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: ZERO Outcome branch calls: ZERO.	DENSE-PUSH::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: ALLOC(BASE')=A1;A0 released once || DENSE-PUSH::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: ALLOC(BASE')=A0	DENSE-PUSH::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: O(1) amortized; at most one O(len) growth and one allocation. || DENSE-PUSH::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: O(1) amortized; at most one O(len) growth and one allocation.	REF-RUST-VEC	c3e99efe2c873d1cd1ca90a1f9e916fc61ed6ba426867ddbe80bfa49f45a40e1	FROZEN_PROTOCOL
ALG-D7C239F083853B2AAAC4	OPG-D7C239F083853B2AAAC4	DENSE-ITER-SHARED	DENSE-ITER-SHARED::TRAIT-INTOITER-01::COMMON-NON-OD1::NEXT_SOME	DENSE-ITER-SHARED::TRAIT-INTOITER-01::COMMON-NON-OD1::NEXT_SOME: trigger=Cursor has a next logical position.; pre=BASE is valid and shared-borrowed.	DENSE-ITER-SHARED::TRAIT-INTOITER-01::COMMON-NON-OD1::NEXT_SOME: commit=PROGRESSION_BEFORE_RESULT; post=Returns one cursor retaining shared source authority; each Some result is source-rooted and terminal None does not release authority.; equation=Unique results require pairwise-disjoint logical footprints.	DENSE-ITER-SHARED::TRAIT-INTOITER-01::COMMON-NON-OD1::NEXT_SOME: ZERO Outcome branch calls: ZERO.	DENSE-ITER-SHARED::TRAIT-INTOITER-01::COMMON-NON-OD1::NEXT_SOME: unchanged	DENSE-ITER-SHARED::TRAIT-INTOITER-01::COMMON-NON-OD1::NEXT_SOME: O(1) per call; zero allocation; cursor destruction releases source authority.	REF-RUST-INTOITER	c74cf2b5502cab793338a9b390e093bbc62be801e7ab1dff4866b5434ef19227	FROZEN_PROTOCOL
ALG-D8BAC605A65B21874F8B	OPG-D8BAC605A65B21874F8B	DENSE-CONVERT	DENSE-CONVERT::TRAIT-CONVERT-01::COMMON-NON-OD1::SUCCESS	DENSE-CONVERT::TRAIT-CONVERT-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=The exact conversion source is valid and its direction-specific ownership premise holds.	DENSE-CONVERT::TRAIT-CONVERT-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=Returns the direction-specific dense owner/view without minting payload borrow roots.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-CONVERT::TRAIT-CONVERT-01::COMMON-NON-OD1::SUCCESS: Only behavior named by the exact conversion implementation may run. Outcome branch calls: BASE_CONTRACT_EXACT_COUNT.	DENSE-CONVERT::TRAIT-CONVERT-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-CONVERT::TRAIT-CONVERT-01::COMMON-NON-OD1::SUCCESS: At most one allocation and O(n) moves/clones; representation-reuse directions allocate zero.	REF-RUST-VEC	e6ea63841209a10991f755abafc2332a109f2c6549cfaeee452a5b6fba094408	FROZEN_PROTOCOL
ALG-D93CAFF1A470DA142E2E	OPG-D93CAFF1A470DA142E2E	DENSE-DEDUP-BY	DENSE-DEDUP-BY::SEQ-DEDUP-01::COMMON-NON-OD1::SUCCESS	DENSE-DEDUP-BY::SEQ-DEDUP-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=BASE is valid and uniquely owned.	DENSE-DEDUP-BY::SEQ-DEDUP-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=BASE keeps the frozen representative selected by each adjacent predicate result; removed owners are destroyed once.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-DEDUP-BY::SEQ-DEDUP-01::COMMON-NON-OD1::SUCCESS: Predicate calls are ordered, direct, effectful, and never duplicated. Outcome branch calls: BASE_CONTRACT_EXACT_COUNT.	DENSE-DEDUP-BY::SEQ-DEDUP-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-DEDUP-BY::SEQ-DEDUP-01::COMMON-NON-OD1::SUCCESS: O(n) calls; O(n) relocations; zero allocation.	REF-RUST-VEC	bd32cc9fe5207bc2737b4f5b7951e589172f0f4fd41ac22f232319f4061bc953	FROZEN_PROTOCOL
ALG-D97C20DC7EEC157A91E8	OPG-D97C20DC7EEC157A91E8	DENSE-VIEW-END-CHUNK	DENSE-VIEW-END-CHUNK::VIEW-END-CHUNK-01::COMMON-NON-OD1::ABSENT,DENSE-VIEW-END-CHUNK::VIEW-END-CHUNK-01::COMMON-NON-OD1::PRESENT	DENSE-VIEW-END-CHUNK::VIEW-END-CHUNK-01::COMMON-NON-OD1::ABSENT: trigger=Requested element, range, chunk, or endpoint does not exist.; pre=VIEW is valid; const N>0 is supplied. || DENSE-VIEW-END-CHUNK::VIEW-END-CHUNK-01::COMMON-NON-OD1::PRESENT: trigger=Requested element, range, chunk, or endpoint exists.; pre=VIEW is valid; const N>0 is supplied.	DENSE-VIEW-END-CHUNK::VIEW-END-CHUNK-01::COMMON-NON-OD1::ABSENT: commit=NO_DESTRUCTIVE_COMMIT; post=Enough elements returns first/last fixed chunk borrow; short view returns None.; equation=BASE1=BASE0; no borrow or owner is created. || DENSE-VIEW-END-CHUNK::VIEW-END-CHUNK-01::COMMON-NON-OD1::PRESENT: commit=NO_DESTRUCTIVE_COMMIT; post=Enough elements returns first/last fixed chunk borrow; short view returns None.; equation=BASE1=BASE0 and result.root=A0 and result.version=V0.	DENSE-VIEW-END-CHUNK::VIEW-END-CHUNK-01::COMMON-NON-OD1::ABSENT: ZERO Outcome branch calls: ZERO. || DENSE-VIEW-END-CHUNK::VIEW-END-CHUNK-01::COMMON-NON-OD1::PRESENT: ZERO Outcome branch calls: ZERO.	DENSE-VIEW-END-CHUNK::VIEW-END-CHUNK-01::COMMON-NON-OD1::ABSENT: ALLOC(BASE)=A0 || DENSE-VIEW-END-CHUNK::VIEW-END-CHUNK-01::COMMON-NON-OD1::PRESENT: ALLOC(BASE)=A0	DENSE-VIEW-END-CHUNK::VIEW-END-CHUNK-01::COMMON-NON-OD1::ABSENT: O(1); zero allocation. || DENSE-VIEW-END-CHUNK::VIEW-END-CHUNK-01::COMMON-NON-OD1::PRESENT: O(1); zero allocation.	REF-RUST-VEC	eda7c55830f1a24dee56cb439676436997b6723a04791c65bb1a74edfc4b64ca	FROZEN_PROTOCOL
ALG-DE643424DA3CDEC09BFD	OPG-DE643424DA3CDEC09BFD	DENSE-INSERT-UNIQ	DENSE-INSERT-UNIQ::SEQ-INSERT-01::OD-1-RESERVE-FIRST::SUCCESS_GROW,DENSE-INSERT-UNIQ::SEQ-INSERT-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW	DENSE-INSERT-UNIQ::SEQ-INSERT-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: trigger=Growth arithmetic succeeds and divergent allocation succeeds.; pre=BASE is valid; 0<=INDEX<=len; VALUE is owned; no incompatible borrow is live. || DENSE-INSERT-UNIQ::SEQ-INSERT-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: trigger=Required capacity is already available.; pre=BASE is valid; 0<=INDEX<=len; VALUE is owned; no incompatible borrow is live.	DENSE-INSERT-UNIQ::SEQ-INSERT-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: commit=NEW_ALLOCATION_OWNED_BEFORE_RELOCATION;OFFERED_COMMIT_AFTER_CAPACITY; post=As DENSE-INSERT and additionally returns a receiver-rooted unique borrow of the inserted slot.; equation=All old and offered owners reach exactly one post-state role. || DENSE-INSERT-UNIQ::SEQ-INSERT-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: commit=VALUE_OR_RANGE_COMMIT; post=As DENSE-INSERT and additionally returns a receiver-rooted unique borrow of the inserted slot.; equation=Every offered owner has exactly one declared destination.	DENSE-INSERT-UNIQ::SEQ-INSERT-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: ZERO Outcome branch calls: ZERO. || DENSE-INSERT-UNIQ::SEQ-INSERT-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: ZERO Outcome branch calls: ZERO.	DENSE-INSERT-UNIQ::SEQ-INSERT-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: ALLOC(BASE')=A1;A0 released once || DENSE-INSERT-UNIQ::SEQ-INSERT-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: ALLOC(BASE')=A0	DENSE-INSERT-UNIQ::SEQ-INSERT-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: Same as DENSE-INSERT; zero additional allocation. || DENSE-INSERT-UNIQ::SEQ-INSERT-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: Same as DENSE-INSERT; zero additional allocation.	REF-RUST-VEC	158134863f10e20e015a2a5f208a718bdecf89ef25640269b26bce025ab8a9e8	FROZEN_PROTOCOL
ALG-DEB28FD551C99CAA4464	OPG-DEB28FD551C99CAA4464	DENSE-COPY-WITHIN	DENSE-COPY-WITHIN::VIEW-COPY-01::COMMON-NON-OD1::SUCCESS	DENSE-COPY-WITHIN::VIEW-COPY-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=BASE is uniquely borrowed; source range and destination start are in bounds.	DENSE-COPY-WITHIN::VIEW-COPY-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=The selected Copy range is copied with memmove overlap semantics; all other values are unchanged.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-COPY-WITHIN::VIEW-COPY-01::COMMON-NON-OD1::SUCCESS: ZERO Outcome branch calls: ZERO.	DENSE-COPY-WITHIN::VIEW-COPY-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-COPY-WITHIN::VIEW-COPY-01::COMMON-NON-OD1::SUCCESS: Exactly range length Copy traffic; zero allocation.	REF-RUST-VEC	27e022334797fbe31c6f859d28d3f32149d4fb8f8d6ed15321c07ec41d17dc08	FROZEN_PROTOCOL
