contract_id	branch_id	route_scope	role	returns_borrow_bearing_owner	requires_result_provenance	condition	conditional_capability_ids	disposition	reopening_trigger
SEQ-APPEND-01	BORROW_BEARING_STORED_TRANSITION	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	The generic retained payload contains one or more shared or unique borrow leaves; the base matrix route applies only when that payload is region-free and borrow-free. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
SEQ-EXTEND-COPY-01	BORROW_BEARING_RANGE_DESCRIPTOR	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	extend_from_within consumes a user-defined RangeBounds descriptor R containing live borrow leaves and calls RangeBounds only while R is live. The same R outer owner remains valid across each normal call, but a shared-receiver call may end, replace, or move R's internal leaves only under the declared RangeBounds behavior-effect relation. Surviving leaves keep roots, ended leaves end once, new leaves are relation-authorized, and any unique transfer ends in R before destination liveness; temporary &R, field addresses, and call frames mint no root. Each later call consumes the preceding post-R state. R is destroyed exactly once; no returned cursor or payload provenance derives from R. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
SEQ-EXTEND-COPY-01	BORROW_BEARING_STORED_TRANSITION	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	The generic retained payload contains one or more shared or unique borrow leaves; the base matrix route applies only when that payload is region-free and borrow-free. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
SEQ-EXTEND-COPY-01	CLONE_RESULT_BORROW_STATE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	yes	extend_from_slice and extend_from_within store each T returned by Clone::clone. Every live borrow leaf follows the declared Clone result-provenance relation and never derives from a temporary source view, destination allocation, receiver, or call frame. The same Clone source owner remains valid on normal return, but Clone may end, replace, or move its internal borrow leaves under the declared Clone source behavior-effect relation. Post-call source leaves and result leaves jointly follow that source-effect relation and the Clone result-provenance relation: surviving source leaves keep their roots, every ended leaf ends once, every new leaf is authorized, and a unique leaf transferred to the result ends in the source before result liveness and is never simultaneously live in both. For repeated helper calls, call i + 1 consumes call i's post-source state rather than a frozen original source leaf map.  The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
SEQ-RESIZE-01	BORROW_BEARING_STORED_TRANSITION	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	The generic retained payload contains one or more shared or unique borrow leaves; the base matrix route applies only when that payload is region-free and borrow-free. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
SEQ-RESIZE-01	CALLABLE_ENV_BORROW_STATE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	For resize_with's producer environment, the owned behavior environment contains live borrow leaves, remains valid for every permitted zero-or-more invocation path, and is destroyed exactly once including a not-invoked branch. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
SEQ-RESIZE-01	CLONE_RESULT_BORROW_STATE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	yes	Vec::resize stores each T returned by Clone::clone. Every live borrow leaf follows the declared Clone result-provenance relation and never derives from the temporary seed reborrow, destination allocation, receiver, or call frame. The same Clone source owner remains valid on normal return, but Clone may end, replace, or move its internal borrow leaves under the declared Clone source behavior-effect relation. Post-call source leaves and result leaves jointly follow that source-effect relation and the Clone result-provenance relation: surviving source leaves keep their roots, every ended leaf ends once, every new leaf is authorized, and a unique leaf transferred to the result ends in the source before result liveness and is never simultaneously live in both. For repeated helper calls, call i + 1 consumes call i's post-source state rather than a frozen original source leaf map.  The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
SEQ-RESIZE-01	PRODUCER_RESULT_BORROW_STATE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	yes	Vec::resize_with stores each T returned by its producer. Every live borrow leaf follows the callable result-provenance relation and never derives from a temporary destination reborrow, callable receiver, or call frame. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-RESULT,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
SEQ-TRUNCATE-01	BORROW_BEARING_STORED_TRANSITION	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	The generic retained payload contains one or more shared or unique borrow leaves; the base matrix route applies only when that payload is region-free and borrow-free. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
SEQ-RETAIN-01	BORROW_BEARING_STORED_TRANSITION	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	The generic retained payload contains one or more shared or unique borrow leaves; the base matrix route applies only when that payload is region-free and borrow-free. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
SEQ-RETAIN-01	CALLABLE_ENV_BORROW_STATE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	For the retain predicate environment, the owned behavior environment contains live borrow leaves, remains valid for every permitted zero-or-more invocation path, and is destroyed exactly once including a not-invoked branch. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
SEQ-DEDUP-01	BORROW_BEARING_STORED_TRANSITION	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	The generic retained payload contains one or more shared or unique borrow leaves; the base matrix route applies only when that payload is region-free and borrow-free. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-PROV,BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
