contract_id	family	rust_surfaces	pre_state	input_ownership	post_state_result	invalidation	failure_drop_abandonment	complexity	layout_identity_order	behavior_parameter	implementation_privilege_evidence	xlang_current_status	required_obligations	source_refs
DEQUE-SEARCH-01	deque_search	VecDeque::{contains,binary_search,binary_search_by,binary_search_by_key,partition_point}	Shared deque; ordered operations require partitioned logical order	Shared borrow plus behavior	Boolean, found/insertion index, or boundary	None. A materialized key/projection result keeps only provenance authorized by the callable capture or an independent static source; it never acquires provenance from the compared element or container merely because it was computed there.	No structural failure; inconsistent behavior gives logical error only. The owned behavior environment is invoked exactly as selected by the member and is destroyed exactly once, including a one-shot environment on a branch that does not invoke it.	Contains O(n); ordered search O(log n) comparisons though physical wrap affects accesses	Logical index/order, not physical segments	PartialEq, Ord, comparator, key, or predicate	Safe segmented search	X for generic behavior; concrete fixed ring workaround U	Static behavior, logical-order semantics, and complexity across wrap. Exact owned behavior-state disposition, capture provenance, zero-or-more invocation count, and direct monomorphized calls; a borrow-bearing environment is a separate stored-borrow branch. Exact disposition and provenance for every materialized key result; each operation-local key is consumed or destroyed exactly once, and this contract owns no cached key array.	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::vec_deque::VecDeque members=contains,binary_search,binary_search_by,binary_search_by_key,partition_point
LIST-META-01	linked_sequence	LinkedList::{new,len,is_empty}	No owner or valid list	None	Empty owner or metadata values	None	Allocation-free empty creation	O(1)	No contiguity; node addresses stable while node retained subject to API	None	Private node pointers and sentinel metadata	X	Recursive/node storage, exact ownership, bounded destruction, and length invariant	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::linked_list::LinkedList members=new,len,is_empty; https://doc.rust-lang.org/1.97.0/std/collections/struct.LinkedList.html
LIST-END-01	linked_sequence_access	LinkedList::{front,back,front_mut,back_mut}	Possibly empty list	Shared or unique borrow	Option of endpoint borrow	Borrow tied to list; mutable excludes overlap	Empty returns None	O(1)	Known node identity/address retained	End direction	Safe node-link traversal	X	Stable-node ownership, nullable-link invariant, and returned provenance	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::linked_list::LinkedList members=front,back,front_mut,back_mut
LIST-PUSH-01	linked_sequence_insert	LinkedList::{push_front,push_back,push_front_mut,push_back_mut}	Valid list	Moves T; allocation of node	New endpoint inserted; *_mut returns unique payload borrow	Input consumed on success; other node addresses remain stable	OOM must not lose offered T under xlang contract	O(1), one allocation	Existing nodes retain addresses and order	End direction	Raw node allocation/linking	X	Failure ownership, recursive node state, link atomicity, and returned borrow; result-borrow provenance; member-scoped bounded unique result reborrow	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::linked_list::LinkedList members=push_front,push_back,push_front_mut,push_back_mut
LIST-POP-01	linked_sequence_remove	LinkedList::{pop_front,pop_back}	Possibly empty list	Unique owner borrow	Option<T>; endpoint node deallocated	Removed identity invalid; other nodes stable	Empty returns None	O(1)	Remaining order and node addresses retained	End direction	Raw unlink, move-out, and deallocation	X	Affine move-out, link repair, deallocation, exact drop, and empty transitions	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::linked_list::LinkedList members=pop_front,pop_back
LIST-BULK-01	linked_sequence_rewire	LinkedList::{append,split_off}	One/two lists and optional index	Unique owners	O(1) append by relinking; split creates suffix list after traversal	Moved nodes keep addresses but change owner/list membership	Invalid split index panics; no payload movement	Append O(1); split O(min(i,n-i)) traversal	Node identity/order retained	Append or split index	Raw doubly-linked rewiring	X	Stable non-owning links, two-owner exclusivity, cycle-free ownership, and exact drop	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::linked_list::LinkedList members=append,split_off
LIST-DROP-01	linked_sequence_drop	LinkedList::clear	Valid list	Unique owner borrow	Every node/value destroyed; empty allocation state	All node identities invalid	Destructor trap/abort resource behavior; normal exit exact drops	O(n)	No retained order	None	Iterative raw unlink/drop avoids recursive stack overflow	X	Bounded-stack destruction, exact-once drop, and no abandoned cycle	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::linked_list::LinkedList member=clear
LIST-ITER-01	linked_sequence_iteration	LinkedList::{iter,iter_mut}; helpers=linked_list::{Iter,IterMut,IntoIter}	Valid list	Shared, unique, or owning traversal	Elements yielded in list order by borrow or move	Borrow retained; owning iterator consumes and deallocates nodes	Borrowed normal or repeated terminal None retains the list borrow until cursor destruction or proven last use. Owning traversal deallocates yielded nodes incrementally; unused or partial cursor destruction drops every unyielded node/value exactly once, while terminal None does not itself destroy the cursor. Owning traversal deallocates nodes incrementally; after terminal None no node, payload, or central allocation remains, and destruction disposes only actual residual cursor state. Proven last use may end only a borrowed entrance's pure source authority after all incompatible children end; any consuming-cursor payload, topology state, repair, or allocation disposition requires destruction or consuming close.	O(1) next; O(n) traversal	Double-ended list order; node addresses stable during borrow	Iterator mode	Raw node cursor and Drop	X	Cursor provenance, no duplicate unique yields, owning cleanup, and cycle invariant; member-scoped bounded unique cursor reborrow; non-lending pairwise-live unique-Item disjointness Reject union with contiguous/hash central-allocation retention. Last-use release cannot discharge pending owned-state destruction, repair, or allocation disposition.	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::linked_list::LinkedList members=iter,iter_mut; pinned Rust 1.97.0 library/core/src/iter/traits/iterator.rs:42-78 non-lending Item signature
LIST-SEARCH-01	linked_sequence_search	LinkedList::contains	Valid list	Shared borrow and value	Boolean	None	Total except comparator behavior	O(n)	List order only affects short-circuit point	PartialEq	Safe traversal	X as list; behavior contract otherwise U	Static equality and no hidden allocation	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::linked_list::LinkedList member=contains
LIST-EXTRACT-01	linked_sequence_lazy_remove	LinkedList::extract_if; helper=linked_list::ExtractIf	Valid list	Unique borrow plus predicate; Lazy members consume F or Pattern into the returned cursor/searcher; eager members own the behavior value for the call.	Iterator moves matching values and deallocates their nodes	List remains structurally valid after construction and every next call but is unavailable while cursor authority lives; each selected node is fully unlinked and len-adjusted before yield. First or repeated terminal None retains the source borrow and F.	Each accepted next unlinks the node, repairs links and len, and deallocates the node before returning its moved T. ExtractIf has no structural Drop repair; cursor destruction from unused, partial, or terminal state only ends the borrow and destroys F exactly once. Proven last use cannot close this cursor because retained owned F, Pattern/searcher, or RangeBounds state still requires exact destruction; cursor destruction or consuming close is required.	O(visited nodes)	Yield and retained order stable	FnMut(&mut T)->bool	Raw unlink cursor; each accepted next completes link/len repair and node deallocation; no ExtractIf Drop implementation.	X	Cursor abandonment, link repair, affine move-out, predicate scope, and exact deallocation; returned-cursor-only source provenance with owned Item yields; stored-borrow preservation for arbitrary retained T, F, State, or cached Item fields; exact once destruction of owned callable, pattern, or searcher state Last-use release cannot discharge pending owned-state destruction, repair, or allocation disposition.	RUST-1.97.0-API-INVENTORY.tsv item_path=alloc::collections::linked_list::LinkedList member=extract_if; pinned Rust 1.97.0 library/alloc/src/collections/linked_list.rs:1164-1173,1951-1991 retained pred:F and per-step repair
