relation_ordinal	evidence_identity	cluster_id	evidence_kind	evidence_key	source_artifact	source_selector	selected_source_value	selected_source_value_sha256	source_row_sha256	evidence_granularity	materialization_policy	applicability	applicability_authority	applicability_primary_refinement_family_or_gate	applicability_required_predecessor_family_ids	applicability_required_predecessor_gate_stage_ids	applicability_additional_operation_gate_stage_ids	applicability_additional_operation_gate_child_specific_immediate_predecessor_family_or_gate_ids	applicability_implicated_or_reopening_family_ids	applicability_implicated_or_reopening_gate_stage_ids	applicability_authority_row_sha256	terminal_disposition_policy	allowed_terminal_dispositions	cluster_relation_count	cluster_relation_sha256	kind_relation_count	kind_relation_sha256	policy_version
349	bf54cf8affadd16069c611d69c0cb0c5938302be4d5b6a44016e0876804c5005	TEXT-PARSE-01	CLUSTER_IMPLEMENTATION_PRIVILEGE_SELECTOR	TEXT-PARSE-01|implementation_privilege_evidence|aa9e7abe61fcad943f4f62118ef2965d31a349064d4dd446eb25c8504ede0f32	RUST-DATA-CONTRACT-CENSUS.tsv	contract_id=TEXT-PARSE-01;field=implementation_privilege_evidence	Safe generic call	aa9e7abe61fcad943f4f62118ef2965d31a349064d4dd446eb25c8504ede0f32	a76228a621a471545aa26fb72d9b31f8588e5df118f5700559b845f17971b96d	EXACT_SOURCE_FIELD_SELECTOR_REQUIRES_FAMILY_LOCK_MEMBER_MATERIALIZATION	REFINED_REQUIRES_INDEPENDENT_EXHAUSTIVE_EXPANSION_OF_FROZEN_PARENT_BY_FROZEN_PARSER_OR_HOSTILE_REVIEWED_TOKEN_ANCHOR_LEDGER_AND_EXACT_CHILD_COUNT_SHA256_AND_EACH_CHILD_TERMINAL;PREDECESSOR_REQUIRES_THE_SAME_EXHAUSTIVE_CHILD_EQUALITY_AND_EXACT_PREDECESSOR_TERMINALS;EXCLUSION_BLOCKS_ALL_UNRESOLVED_CHILD_CLAIMS;SELF_SELECTED_CHILD_SET_OR_PARENT_ONLY_REFINEMENT_INVALID	INDEPENDENT_EXHAUSTIVE_EXPANSION_THEN_EXACT_CHILD_ROUTE_REQUIRED	FAMILY_LOCK_INDEPENDENT_SELECTOR_EXPANSION_AND_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	7307ba91fb93aa0f5e790cfdc4c5a1a0a41c281764b599bcae8006e18973b86a	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	4	951918637c68eac2a23a01208d56015d69daf8f24712471b7c546b2db59a1a35	276	8cca9d357d3dcdd58346a9fc187d545580428fe7835bdb07c24215b6acc756b8	xlang-g0-coverage-evidence-universe-v3
350	0bd12c191a06cf138ef8dee276c1d187cefed86ccea1f0ee19af85c368ac6f30	TEXT-PARSE-01	CLUSTER_SOURCE_REFS_SELECTOR	TEXT-PARSE-01|source_refs|5f0d5595b762db9ec34ca16eb884e8302f931f45e8414d93c94b6bbd6c868d76	RUST-DATA-CONTRACT-CENSUS.tsv	contract_id=TEXT-PARSE-01;field=source_refs	RUST-1.97.0-API-INVENTORY.tsv item_path=std::str member=parse; pinned Rust 1.97.0 library/core/src/str/mod.rs:2763-2767 and library/core/src/str/traits.rs:820-823,884-908 FromStr lifetime/result contract; library/core/src/slice/mod.rs:5641-5648 Default for &mut [T] empty-footprint witness	5f0d5595b762db9ec34ca16eb884e8302f931f45e8414d93c94b6bbd6c868d76	a76228a621a471545aa26fb72d9b31f8588e5df118f5700559b845f17971b96d	EXACT_SOURCE_FIELD_SELECTOR_REQUIRES_FAMILY_LOCK_MEMBER_MATERIALIZATION	REFINED_REQUIRES_INDEPENDENT_EXHAUSTIVE_EXPANSION_OF_FROZEN_PARENT_BY_FROZEN_PARSER_OR_HOSTILE_REVIEWED_TOKEN_ANCHOR_LEDGER_AND_EXACT_CHILD_COUNT_SHA256_AND_EACH_CHILD_TERMINAL;PREDECESSOR_REQUIRES_THE_SAME_EXHAUSTIVE_CHILD_EQUALITY_AND_EXACT_PREDECESSOR_TERMINALS;EXCLUSION_BLOCKS_ALL_UNRESOLVED_CHILD_CLAIMS;SELF_SELECTED_CHILD_SET_OR_PARENT_ONLY_REFINEMENT_INVALID	INDEPENDENT_EXHAUSTIVE_EXPANSION_THEN_EXACT_CHILD_ROUTE_REQUIRED	FAMILY_LOCK_INDEPENDENT_SELECTOR_EXPANSION_AND_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	7307ba91fb93aa0f5e790cfdc4c5a1a0a41c281764b599bcae8006e18973b86a	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	4	951918637c68eac2a23a01208d56015d69daf8f24712471b7c546b2db59a1a35	276	5be94c7a50be99f1d2028e205b49b011f1a8477b60251c9a49bb2a00d2a49ef1	xlang-g0-coverage-evidence-universe-v3
351	8b21ab2d3d62dd22513568a2efd5ac3d21e67a3c404e8de38e5a58f74e7d571d	TEXT-ASCII-01	STABLE_SAFE_SURFACE	src/alloc/str.rs.html#736|provided_or_inherent_method|to_ascii_uppercase	RUST-DATA-SURFACE-MAP.tsv	canonical_key=src/alloc/str.rs.html#736|provided_or_inherent_method|to_ascii_uppercase	src/alloc/str.rs.html#736|provided_or_inherent_method|to_ascii_uppercase	5720b31475b6728955e7ec41860d6cce60110ac1ca7d383b5f5a4cc6de0e0368	6ac10b710dd9ef2903abed0be7a5dd504ed44892dce1b7ba7ed452f6eb2536c1	EXACT_SOURCE_KEY	NONE_EXACT_SOURCE_KEY	INDEPENDENT_EXACT_CHILD_TO_FAMILY_OR_GATE_AUDIT_REQUIRED_BEFORE_DISPOSITION	FAMILY_LOCK_INDEPENDENT_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	9e9d09ab7a422671ebe3442284a4e61b6368cbc286d62ff78dac56eed12bc31c	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	9	86be6e7484531a18f96a0d2848513591ea06493a92f58422f267e346575cbfff	545	61904777ba44c7ef738e4ac637b9ec14965e6018a2e5e449c68868654956a9eb	xlang-g0-coverage-evidence-universe-v3
352	4796e68e20564bcdce9775beab6f26720ab89f3136d0a58af659653fb77918d3	TEXT-ASCII-01	STABLE_SAFE_SURFACE	src/alloc/str.rs.html#768|provided_or_inherent_method|to_ascii_lowercase	RUST-DATA-SURFACE-MAP.tsv	canonical_key=src/alloc/str.rs.html#768|provided_or_inherent_method|to_ascii_lowercase	src/alloc/str.rs.html#768|provided_or_inherent_method|to_ascii_lowercase	2c3af49dd168b737c6db4f98d990c628d1dd7fc8b728e0e5dc2551878246ce7f	c7c7fe5dba05ada17ed80e3268bf95901aab8ff313f5d2622a9bf84d029eae78	EXACT_SOURCE_KEY	NONE_EXACT_SOURCE_KEY	INDEPENDENT_EXACT_CHILD_TO_FAMILY_OR_GATE_AUDIT_REQUIRED_BEFORE_DISPOSITION	FAMILY_LOCK_INDEPENDENT_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	9e9d09ab7a422671ebe3442284a4e61b6368cbc286d62ff78dac56eed12bc31c	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	9	86be6e7484531a18f96a0d2848513591ea06493a92f58422f267e346575cbfff	545	61904777ba44c7ef738e4ac637b9ec14965e6018a2e5e449c68868654956a9eb	xlang-g0-coverage-evidence-universe-v3
353	226d7b85971ce5d236a3977f025601e7c2b0bd6b0579d367c0d1f3926419d8da	TEXT-ASCII-01	STABLE_SAFE_SURFACE	src/core/str/mod.rs.html#2786|provided_or_inherent_method|is_ascii	RUST-DATA-SURFACE-MAP.tsv	canonical_key=src/core/str/mod.rs.html#2786|provided_or_inherent_method|is_ascii	src/core/str/mod.rs.html#2786|provided_or_inherent_method|is_ascii	d4758b3220f52f691ef429c6c16e86c0bc62b51ee5894347738f70f47f6dc73e	2b6d4ba3529ffa592fb48189b62c3db08be908829cface06671596e497a824ba	EXACT_SOURCE_KEY	NONE_EXACT_SOURCE_KEY	INDEPENDENT_EXACT_CHILD_TO_FAMILY_OR_GATE_AUDIT_REQUIRED_BEFORE_DISPOSITION	FAMILY_LOCK_INDEPENDENT_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	9e9d09ab7a422671ebe3442284a4e61b6368cbc286d62ff78dac56eed12bc31c	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	9	86be6e7484531a18f96a0d2848513591ea06493a92f58422f267e346575cbfff	545	61904777ba44c7ef738e4ac637b9ec14965e6018a2e5e449c68868654956a9eb	xlang-g0-coverage-evidence-universe-v3
354	f5b4c3ded672ca5824ba550e2aa78dbebdbc5b2a2d7d8fa74570f49a6fa77253	TEXT-ASCII-01	STABLE_SAFE_SURFACE	src/core/str/mod.rs.html#2840|provided_or_inherent_method|eq_ignore_ascii_case	RUST-DATA-SURFACE-MAP.tsv	canonical_key=src/core/str/mod.rs.html#2840|provided_or_inherent_method|eq_ignore_ascii_case	src/core/str/mod.rs.html#2840|provided_or_inherent_method|eq_ignore_ascii_case	7a3d074854a0c8b66191fcadf498efbf0a34965c679a6d30b633d86e595bad62	ab629a24dddcba8a61098701e87a59ba11687781c54e51460cd255a6d55770c8	EXACT_SOURCE_KEY	NONE_EXACT_SOURCE_KEY	INDEPENDENT_EXACT_CHILD_TO_FAMILY_OR_GATE_AUDIT_REQUIRED_BEFORE_DISPOSITION	FAMILY_LOCK_INDEPENDENT_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	9e9d09ab7a422671ebe3442284a4e61b6368cbc286d62ff78dac56eed12bc31c	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	9	86be6e7484531a18f96a0d2848513591ea06493a92f58422f267e346575cbfff	545	61904777ba44c7ef738e4ac637b9ec14965e6018a2e5e449c68868654956a9eb	xlang-g0-coverage-evidence-universe-v3
355	23feb5a17f488f10dd76d8c027cc15c36351a309284a7f6e45505cb94f4d2090	TEXT-ASCII-01	STABLE_SAFE_SURFACE	src/core/str/mod.rs.html#2866|provided_or_inherent_method|make_ascii_uppercase	RUST-DATA-SURFACE-MAP.tsv	canonical_key=src/core/str/mod.rs.html#2866|provided_or_inherent_method|make_ascii_uppercase	src/core/str/mod.rs.html#2866|provided_or_inherent_method|make_ascii_uppercase	bdaa113ac4ac4eb23523b962eb7e24e774ffff269e96b946048fcf49dbf8fbd5	b65a3f6591449a64a4ca2ca6e9c4b551cd457a7c124177baf4b3ef9ba649d6b2	EXACT_SOURCE_KEY	NONE_EXACT_SOURCE_KEY	INDEPENDENT_EXACT_CHILD_TO_FAMILY_OR_GATE_AUDIT_REQUIRED_BEFORE_DISPOSITION	FAMILY_LOCK_INDEPENDENT_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	9e9d09ab7a422671ebe3442284a4e61b6368cbc286d62ff78dac56eed12bc31c	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	9	86be6e7484531a18f96a0d2848513591ea06493a92f58422f267e346575cbfff	545	61904777ba44c7ef738e4ac637b9ec14965e6018a2e5e449c68868654956a9eb	xlang-g0-coverage-evidence-universe-v3
356	b3a7e40f1156f06b6d6131b4a96f777821c9e84b06b99d10a9ca2b142e79a657	TEXT-ASCII-01	STABLE_SAFE_SURFACE	src/core/str/mod.rs.html#2894|provided_or_inherent_method|make_ascii_lowercase	RUST-DATA-SURFACE-MAP.tsv	canonical_key=src/core/str/mod.rs.html#2894|provided_or_inherent_method|make_ascii_lowercase	src/core/str/mod.rs.html#2894|provided_or_inherent_method|make_ascii_lowercase	6468fcf78a13d67ab9de2ce81bd78edb1713d2b00167a0e170b98074292fdd10	f934226bba1430b18fd0417606f6a4de5dd8afef0c8d8374eb76580e46f67faf	EXACT_SOURCE_KEY	NONE_EXACT_SOURCE_KEY	INDEPENDENT_EXACT_CHILD_TO_FAMILY_OR_GATE_AUDIT_REQUIRED_BEFORE_DISPOSITION	FAMILY_LOCK_INDEPENDENT_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	9e9d09ab7a422671ebe3442284a4e61b6368cbc286d62ff78dac56eed12bc31c	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	9	86be6e7484531a18f96a0d2848513591ea06493a92f58422f267e346575cbfff	545	61904777ba44c7ef738e4ac637b9ec14965e6018a2e5e449c68868654956a9eb	xlang-g0-coverage-evidence-universe-v3
357	d820d37f4ae5c86724c7112c277bdca045795784ac58279f26695be97e7f3eb4	TEXT-ASCII-01	CLUSTER_RUST_SURFACES_SELECTOR	TEXT-ASCII-01|rust_surfaces|1f18863d2b4b34234b7cdc847a46ba779ee6373c9d07500c8782d8c19df835ee	RUST-DATA-CONTRACT-CENSUS.tsv	contract_id=TEXT-ASCII-01;field=rust_surfaces	str::{is_ascii,eq_ignore_ascii_case,make_ascii_lowercase,make_ascii_uppercase,to_ascii_lowercase,to_ascii_uppercase}	1f18863d2b4b34234b7cdc847a46ba779ee6373c9d07500c8782d8c19df835ee	95d5589add9463ae4f89a6c16773c68bcf360494376f440bd0859284f7478a71	EXACT_SOURCE_FIELD_SELECTOR_REQUIRES_FAMILY_LOCK_MEMBER_MATERIALIZATION	REFINED_REQUIRES_INDEPENDENT_EXHAUSTIVE_EXPANSION_OF_FROZEN_PARENT_BY_FROZEN_PARSER_OR_HOSTILE_REVIEWED_TOKEN_ANCHOR_LEDGER_AND_EXACT_CHILD_COUNT_SHA256_AND_EACH_CHILD_TERMINAL;PREDECESSOR_REQUIRES_THE_SAME_EXHAUSTIVE_CHILD_EQUALITY_AND_EXACT_PREDECESSOR_TERMINALS;EXCLUSION_BLOCKS_ALL_UNRESOLVED_CHILD_CLAIMS;SELF_SELECTED_CHILD_SET_OR_PARENT_ONLY_REFINEMENT_INVALID	INDEPENDENT_EXHAUSTIVE_EXPANSION_THEN_EXACT_CHILD_ROUTE_REQUIRED	FAMILY_LOCK_INDEPENDENT_SELECTOR_EXPANSION_AND_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	7307ba91fb93aa0f5e790cfdc4c5a1a0a41c281764b599bcae8006e18973b86a	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	9	86be6e7484531a18f96a0d2848513591ea06493a92f58422f267e346575cbfff	276	0c412f72d82d73aa77f0a033219606baf1c32b88ac63dc0c1c9af5177bb4b330	xlang-g0-coverage-evidence-universe-v3
358	1b3b6829af31b036e502736a5ed00911a0342d245a40a71eae354a93b5780066	TEXT-ASCII-01	CLUSTER_IMPLEMENTATION_PRIVILEGE_SELECTOR	TEXT-ASCII-01|implementation_privilege_evidence|e4201df5e5568f31e1a3594eaca1920ea4cb83b034f6fd47f1bd26f3c33a6446	RUST-DATA-CONTRACT-CENSUS.tsv	contract_id=TEXT-ASCII-01;field=implementation_privilege_evidence	Safe because ASCII substitutions preserve UTF-8	e4201df5e5568f31e1a3594eaca1920ea4cb83b034f6fd47f1bd26f3c33a6446	95d5589add9463ae4f89a6c16773c68bcf360494376f440bd0859284f7478a71	EXACT_SOURCE_FIELD_SELECTOR_REQUIRES_FAMILY_LOCK_MEMBER_MATERIALIZATION	REFINED_REQUIRES_INDEPENDENT_EXHAUSTIVE_EXPANSION_OF_FROZEN_PARENT_BY_FROZEN_PARSER_OR_HOSTILE_REVIEWED_TOKEN_ANCHOR_LEDGER_AND_EXACT_CHILD_COUNT_SHA256_AND_EACH_CHILD_TERMINAL;PREDECESSOR_REQUIRES_THE_SAME_EXHAUSTIVE_CHILD_EQUALITY_AND_EXACT_PREDECESSOR_TERMINALS;EXCLUSION_BLOCKS_ALL_UNRESOLVED_CHILD_CLAIMS;SELF_SELECTED_CHILD_SET_OR_PARENT_ONLY_REFINEMENT_INVALID	INDEPENDENT_EXHAUSTIVE_EXPANSION_THEN_EXACT_CHILD_ROUTE_REQUIRED	FAMILY_LOCK_INDEPENDENT_SELECTOR_EXPANSION_AND_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	7307ba91fb93aa0f5e790cfdc4c5a1a0a41c281764b599bcae8006e18973b86a	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	9	86be6e7484531a18f96a0d2848513591ea06493a92f58422f267e346575cbfff	276	8cca9d357d3dcdd58346a9fc187d545580428fe7835bdb07c24215b6acc756b8	xlang-g0-coverage-evidence-universe-v3
359	037bad0a8210de22a579655672f5f28c747bc8e509c825eec019144ab89fb540	TEXT-ASCII-01	CLUSTER_SOURCE_REFS_SELECTOR	TEXT-ASCII-01|source_refs|04504193f40baca57dc7b4cdd58e985d9dae61b83e13dc6d0e8844934b372a75	RUST-DATA-CONTRACT-CENSUS.tsv	contract_id=TEXT-ASCII-01;field=source_refs	RUST-1.97.0-API-INVENTORY.tsv item_path=std::str members=is_ascii,eq_ignore_ascii_case,make_ascii_lowercase,make_ascii_uppercase,to_ascii_lowercase,to_ascii_uppercase	04504193f40baca57dc7b4cdd58e985d9dae61b83e13dc6d0e8844934b372a75	95d5589add9463ae4f89a6c16773c68bcf360494376f440bd0859284f7478a71	EXACT_SOURCE_FIELD_SELECTOR_REQUIRES_FAMILY_LOCK_MEMBER_MATERIALIZATION	REFINED_REQUIRES_INDEPENDENT_EXHAUSTIVE_EXPANSION_OF_FROZEN_PARENT_BY_FROZEN_PARSER_OR_HOSTILE_REVIEWED_TOKEN_ANCHOR_LEDGER_AND_EXACT_CHILD_COUNT_SHA256_AND_EACH_CHILD_TERMINAL;PREDECESSOR_REQUIRES_THE_SAME_EXHAUSTIVE_CHILD_EQUALITY_AND_EXACT_PREDECESSOR_TERMINALS;EXCLUSION_BLOCKS_ALL_UNRESOLVED_CHILD_CLAIMS;SELF_SELECTED_CHILD_SET_OR_PARENT_ONLY_REFINEMENT_INVALID	INDEPENDENT_EXHAUSTIVE_EXPANSION_THEN_EXACT_CHILD_ROUTE_REQUIRED	FAMILY_LOCK_INDEPENDENT_SELECTOR_EXPANSION_AND_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	7307ba91fb93aa0f5e790cfdc4c5a1a0a41c281764b599bcae8006e18973b86a	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	9	86be6e7484531a18f96a0d2848513591ea06493a92f58422f267e346575cbfff	276	5be94c7a50be99f1d2028e205b49b011f1a8477b60251c9a49bb2a00d2a49ef1	xlang-g0-coverage-evidence-universe-v3
